City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Nouakchott,MR,2021-07-30 16:11:11,18.0858,-15.9785,82.33,67,7,15.05
298,Lavrentiya,RU,2021-07-30 16:09:40,65.5833,-171.0,42.76,97,65,4.14
299,Pimentel,PE,2021-07-30 16:11:12,-6.8367,-79.9342,68.29,80,90,3.0
300,Balakhta,RU,2021-07-30 16:11:13,55.38,91.6,58.84,72,94,2.06
301,Kavieng,PG,2021-07-30 16:11:14,-2.5744,150.7967,81.28,79,15,7.61
302,Half Moon Bay,US,2021-07-30 16:11:14,37.4636,-122.4286,77.58,86,90,1.99
303,Provideniya,RU,2021-07-30 16:11:15,64.3833,-173.3,46.6,96,92,7.65
304,Mount Isa,AU,2021-07-30 16:11:15,-20.7333,139.5,72.43,31,23,4.45
305,Rock Hill,US,2021-07-30 16:10:30,34.9249,-81.0251,90.43,70,1,4.61
306,Olden,NO,2021-07-30 16:11:16,61.8364,6.8064,66.94,46,2,7.29
307,Fairbanks,US,2021-07-30 16:07:18,64.8378,-147.7164,59.59,85,90,3.44
308,Tilichiki,RU,2021-07-30 16:11:17,60.4667,166.1,39.65,83,14,10.92
309,Port Hedland,AU,2021-07-30 16:11:18,-20.3167,118.5667,69.85,78,4,10.36
310,Lazaro Cardenas,MX,2021-07-30 16:09:20,17.9583,-102.2,78.17,91,100,4.63
311,Mogadishu,SO,2021-07-30 16:11:19,2.0371,45.3438,76.55,76,97,18.63
312,Broken Hill,AU,2021-07-30 16:11:20,-31.95,141.4333,56.84,56,37,11.81
313,Paoua,CF,2021-07-30 16:11:20,7.2427,16.4406,77.59,86,70,1.43
314,Matamoros,MX,2021-07-30 16:07:00,25.5333,-103.25,80.71,55,75,0.0
315,Linjiang,CN,2021-07-30 16:11:21,41.8069,126.9078,74.17,81,81,1.39
316,Kingaroy,AU,2021-07-30 16:11:22,-26.5333,151.8333,40.03,92,0,2.62
317,Fandriana,MG,2021-07-30 16:11:23,-20.2333,47.3833,54.77,95,95,3.11
318,Hobyo,SO,2021-07-30 16:11:24,5.3505,48.5268,77.31,76,100,26.35
319,Samarai,PG,2021-07-30 16:11:24,-10.6167,150.6667,79.25,82,96,18.12
320,Camalu,MX,2021-07-30 16:11:25,30.85,-116.0667,75.42,71,22,5.61
321,Puerto Del Rosario,ES,2021-07-30 16:11:25,28.5004,-13.8627,82.08,73,20,18.41
322,Tessalit,ML,2021-07-30 16:11:26,20.1986,1.0114,101.05,21,66,8.68
323,Pantai Remis,MY,2021-07-30 16:11:27,4.4557,100.6288,78.3,83,100,3.8
324,Fort Nelson,CA,2021-07-30 16:11:27,58.8053,-122.7002,68.88,48,6,3.62
325,Luganville,VU,2021-07-30 16:11:28,-15.5333,167.1667,73.13,80,50,8.19
326,Pitimbu,BR,2021-07-30 16:11:29,-7.4706,-34.8086,82.99,68,50,13.18
327,Chinsali,ZM,2021-07-30 16:11:29,-10.5414,32.0816,66.7,35,0,6.6
328,Vanimo,PG,2021-07-30 16:11:30,-2.6741,141.3028,77.65,88,15,0.6
329,Severo-Kurilsk,RU,2021-07-30 16:11:31,50.6789,156.125,56.32,97,92,5.12
330,Sao Luis,BR,2021-07-30 16:10:30,-2.5297,-44.3028,86.2,66,75,13.8
331,West Wendover,US,2021-07-30 16:11:31,40.7391,-114.0733,74.41,60,40,0.0
332,Prince Rupert,CA,2021-07-30 16:07:44,54.3161,-130.3201,60.89,94,40,4.61
333,Awjilah,LY,2021-07-30 16:11:32,29.1081,21.2869,104.61,11,4,14.36
334,Lompoc,US,2021-07-30 16:06:49,34.6391,-120.4579,67.93,85,90,0.0
335,Asau,RO,2021-07-30 16:11:33,46.4333,26.4,83.39,56,37,0.63
336,Manzil Salim,TN,2021-07-30 16:11:35,35.8567,8.4765,105.53,10,42,17.07
337,Amahai,ID,2021-07-30 16:11:37,-3.3333,128.9167,77.4,87,99,3.24
338,Fukue,JP,2021-07-30 16:11:37,32.6881,128.8419,80.02,88,100,7.36
339,Solnechnyy,RU,2021-07-30 16:11:38,50.7214,136.6319,54.59,86,56,8.01
340,Didwana,IN,2021-07-30 16:11:39,27.4,74.5667,89.08,63,100,4.61
341,Arlit,NE,2021-07-30 16:11:39,18.7369,7.3853,106.83,13,3,4.94
342,Qasigiannguit,GL,2021-07-30 16:11:40,68.8193,-51.1922,55.65,56,12,1.77
343,Ignacio De La Llave,MX,2021-07-30 16:07:13,18.7167,-95.9833,81.19,86,96,6.82
344,Harnosand,SE,2021-07-30 16:11:41,62.6323,17.9379,64.4,72,98,3.47
345,Sfantu Gheorghe,RO,2021-07-30 16:10:33,45.8667,25.7833,81.93,62,17,1.99
346,Ludza,LV,2021-07-30 16:11:42,56.55,27.7167,72.28,40,66,12.17
347,Gari,RU,2021-07-30 16:11:43,59.4307,62.3497,55.87,99,100,5.53
348,Ormara,PK,2021-07-30 16:11:43,25.2088,64.6357,81.77,84,92,14.2
349,Mirnyy,RU,2021-07-30 16:11:44,62.5353,113.9611,55.76,53,5,3.27
350,Sao Jose Da Coroa Grande,BR,2021-07-30 16:11:44,-8.8978,-35.1478,79.41,71,52,10.8
351,Kizilskoye,RU,2021-07-30 16:11:45,52.7255,58.8937,73.83,52,100,7.31
352,Santa Maria Da Vitoria,BR,2021-07-30 16:11:46,-13.3947,-44.1886,91.71,27,0,5.88
353,Oistins,BB,2021-07-30 16:11:46,13.0667,-59.5333,86.09,74,40,16.11
354,Luziania,BR,2021-07-30 16:11:47,-16.2525,-47.9503,81.99,20,0,3.89
355,Belmonte,BR,2021-07-30 16:11:47,-15.8631,-38.8828,68.5,83,100,16.51
356,Torbay,CA,2021-07-30 16:11:48,47.6666,-52.7314,73.27,62,100,1.01
357,Salalah,OM,2021-07-30 16:10:42,17.0151,54.0924,77.0,90,98,10.04
358,Nacozari,MX,2021-07-30 16:11:49,25.3366,-108.2574,88.05,51,1,2.75
359,Griffith,US,2021-07-30 16:11:49,41.5284,-87.4237,75.27,64,40,1.99
360,Maltahohe,NA,2021-07-30 16:11:50,-24.8333,16.9833,67.17,15,0,14.09
361,Santa Maria,BR,2021-07-30 16:11:21,-29.6842,-53.8069,55.18,49,0,5.12
362,San Vicente,AR,2021-07-30 16:11:50,-26.6167,-54.1333,58.66,29,0,4.27
363,Hay River,CA,2021-07-30 16:11:51,60.8156,-115.7999,63.5,64,97,1.01
364,Guilin,CN,2021-07-30 16:11:51,25.2819,110.2864,79.68,86,49,0.89
365,Suoyarvi,RU,2021-07-30 16:11:52,62.0833,32.35,67.91,52,48,11.34
366,Airai,TL,2021-07-30 16:11:53,-8.9266,125.4092,58.28,70,58,2.13
367,Svetlogorsk,BY,2021-07-30 16:11:53,52.6333,29.7333,76.37,49,60,6.67
368,Boditi,ET,2021-07-30 16:11:54,6.9667,37.8667,59.16,85,99,4.92
369,Nemuro,JP,2021-07-30 16:11:55,43.3236,145.575,68.59,92,99,4.54
370,Caravelas,BR,2021-07-30 16:11:57,-17.7125,-39.2481,69.69,68,100,12.3
371,Sao Joao Da Barra,BR,2021-07-30 16:11:57,-21.6403,-41.0511,71.69,46,12,15.03
372,Kirakira,SB,2021-07-30 16:11:59,-10.4544,161.9205,77.88,86,65,6.89
373,Mudgee,AU,2021-07-30 16:12:00,-32.5943,149.5871,32.05,100,0,5.75
374,Pakxan,LA,2021-07-30 16:12:00,18.3778,103.6601,77.05,94,99,1.12
375,Outlook,CA,2021-07-30 16:12:01,51.5001,-107.0513,76.89,39,0,6.4
376,Kieta,PG,2021-07-30 16:12:02,-6.2167,155.6333,78.51,84,7,5.1
377,Gustrow,DE,2021-07-30 16:12:03,53.7972,12.1734,75.65,35,40,10.36
378,Araouane,ML,2021-07-30 16:12:04,18.9048,-3.5265,104.72,19,7,2.1
379,Leh,IN,2021-07-30 16:12:05,34.1667,77.5833,64.38,60,90,6.06
380,Takoradi,GH,2021-07-30 16:12:05,4.8845,-1.7554,79.5,75,91,10.13
381,Diego De Almagro,CL,2021-07-30 16:12:06,-26.3667,-70.05,76.44,13,13,6.33
382,Beloha,MG,2021-07-30 16:12:06,-25.1667,45.05,68.95,70,0,7.49
383,Anapskaya,RU,2021-07-30 16:12:07,44.89,37.38,80.83,65,0,8.95
384,Aksu,CN,2021-07-30 16:12:08,41.1231,80.2644,84.02,24,46,7.72
385,Katete,UG,2021-07-30 16:12:09,-0.7818,29.7544,76.1,37,88,1.05
386,Saint-Pierre,RE,2021-07-30 16:12:10,-21.3393,55.4781,69.48,74,20,23.02
387,Victoria,HK,2021-07-30 16:07:13,22.2855,114.1577,86.38,88,100,1.01
388,Tongren,CN,2021-07-30 16:12:11,27.7172,109.1853,79.86,78,83,2.73
389,Praia Da Vitoria,PT,2021-07-30 16:12:11,38.7333,-27.0667,72.46,77,17,8.95
390,Nyrob,RU,2021-07-30 16:12:12,60.733,56.7202,57.22,98,100,1.77
391,Cairns,AU,2021-07-30 16:12:12,-16.9167,145.7667,68.07,93,45,10.36
392,Victoria Point,AU,2021-07-30 16:12:13,-27.5833,153.3,53.49,68,0,3.76
393,Moree,AU,2021-07-30 16:12:13,-29.4667,149.85,48.22,76,0,10.36
394,Pontes E Lacerda,BR,2021-07-30 16:12:14,-15.2261,-59.3353,75.69,15,0,6.15
395,Sambava,MG,2021-07-30 16:12:14,-14.2667,50.1667,70.68,85,7,12.77
396,Sisimiut,GL,2021-07-30 16:12:15,66.9395,-53.6735,58.26,54,16,3.85
397,Severnyy,RU,2021-07-30 16:12:15,50.677,36.5532,82.44,54,0,13.42
398,Nelson Bay,AU,2021-07-30 16:12:16,-32.7167,152.15,48.96,90,0,5.35
399,Atar,MR,2021-07-30 16:12:16,20.5169,-13.0499,106.32,16,3,7.02
400,Novyy Urengoy,RU,2021-07-30 16:09:45,66.0833,76.6333,53.51,72,41,11.52
401,Parrita,CR,2021-07-30 16:12:17,9.5201,-84.3225,91.98,66,22,3.44
402,Alofi,NU,2021-07-30 16:12:18,-19.0595,-169.9187,76.24,77,75,17.02
403,Buenos Aires,AR,2021-07-30 16:11:17,-34.6132,-58.3772,59.02,54,0,11.27
404,Kumasi,GH,2021-07-30 16:12:18,6.6885,-1.6244,80.13,71,98,5.97
405,Luanda,AO,2021-07-30 16:12:19,-8.8368,13.2343,73.4,78,40,8.05
406,Yulara,AU,2021-07-30 16:12:20,-25.2406,130.9889,53.44,58,4,3.44
407,Sibolga,ID,2021-07-30 16:12:21,1.7427,98.7792,76.78,89,90,2.53
408,Batagay,RU,2021-07-30 16:12:21,67.6333,134.6333,53.74,57,69,1.77
409,Port Lincoln,AU,2021-07-30 16:12:22,-34.7333,135.8667,56.7,84,18,11.16
410,Nisia Floresta,BR,2021-07-30 16:12:22,-6.0911,-35.2086,85.01,50,39,15.37
411,Tabas,IR,2021-07-30 16:12:23,33.5959,56.9244,94.33,18,0,16.71
412,Keti Bandar,PK,2021-07-30 16:12:23,24.1447,67.4497,82.62,82,100,22.55
413,Irbil,IQ,2021-07-30 16:12:24,36.1926,44.0106,101.46,15,15,4.61
414,Xinmin,CN,2021-07-30 16:12:24,41.9908,122.8253,78.3,97,35,6.78
415,Marzuq,YE,2021-07-30 16:12:25,14.4,46.4667,77.27,59,93,10.87
416,Mega,ET,2021-07-30 16:12:26,4.05,38.3,59.77,69,98,10.89
417,Savonlinna,FI,2021-07-30 16:12:26,61.8699,28.88,66.25,63,0,11.5
418,Pokhara,NP,2021-07-30 16:12:26,28.2333,83.9833,74.12,97,100,1.41
419,Zomba,MW,2021-07-30 16:12:27,-15.386,35.3188,64.26,54,24,6.53
420,Alta Floresta,BR,2021-07-30 16:12:28,-9.8756,-56.0861,88.93,18,0,5.68
421,Khandyga,RU,2021-07-30 16:12:29,62.6667,135.6,51.15,65,11,1.32
422,Havre-Saint-Pierre,CA,2021-07-30 16:12:29,50.2334,-63.5986,59.29,84,100,8.52
423,Ichhawar,IN,2021-07-30 16:12:30,23.0167,77.0167,75.63,87,100,11.88
424,Stawell,AU,2021-07-30 16:12:30,-37.05,142.7667,50.25,63,94,11.99
425,Grand Gaube,MU,2021-07-30 16:12:31,-20.0064,57.6608,69.39,78,2,5.99
426,Rocha,UY,2021-07-30 16:12:31,-34.4833,-54.3333,55.58,49,0,7.9
427,Soubre,CI,2021-07-30 16:12:32,5.7856,-6.6083,80.28,77,91,4.25
428,Mayo,US,2021-07-30 16:12:33,38.8876,-76.5119,89.24,60,1,8.01
429,Inyonga,TZ,2021-07-30 16:12:33,-6.7167,32.0667,75.45,30,0,5.82
430,Bairiki,KI,2021-07-30 16:11:09,1.3292,172.9752,80.6,83,40,8.05
431,Salinopolis,BR,2021-07-30 16:12:35,-0.6136,-47.3561,84.74,67,33,7.18
432,Sidi Ali,DZ,2021-07-30 16:12:35,36.0998,0.4206,88.65,43,54,4.97
433,Labuhan,ID,2021-07-30 16:12:36,-6.8844,112.2051,78.48,80,21,8.16
434,Verkhnevilyuysk,RU,2021-07-30 16:12:36,63.4453,120.3167,55.99,56,32,2.19
435,Itarema,BR,2021-07-30 16:12:37,-2.9248,-39.9167,85.48,62,54,15.93
436,Puerto Leguizamo,CO,2021-07-30 16:12:37,-0.1934,-74.7819,74.14,76,98,5.57
437,Umred,IN,2021-07-30 16:12:38,20.85,79.3333,77.29,80,100,14.63
438,Demyansk,RU,2021-07-30 16:12:38,57.643,32.466,67.78,74,66,5.48
439,Terra Santa,BR,2021-07-30 16:12:39,-2.1042,-56.4869,93.78,44,65,1.34
440,Pandan,PH,2021-07-30 16:12:39,14.0453,124.1694,83.59,77,100,11.48
441,Arica,CL,2021-07-30 16:12:40,-18.475,-70.3042,61.03,77,90,6.91
442,Thunder Bay,CA,2021-07-30 16:10:43,48.4001,-89.3168,65.98,45,68,4.38
443,Dovers,VC,2021-07-30 16:12:40,12.8833,-61.1833,81.0,79,46,16.73
444,General Roca,AR,2021-07-30 16:12:41,-39.0333,-67.5833,64.98,18,80,11.34
445,Mareeba,AU,2021-07-30 16:12:42,-17.0,145.4333,63.45,96,21,2.73
446,Tromso,NO,2021-07-30 16:12:42,69.6496,18.957,66.85,67,20,12.66
447,Umm Kaddadah,SD,2021-07-30 16:12:42,13.6017,26.6876,90.07,44,76,14.47
448,Shiyan,CN,2021-07-30 16:12:43,32.6475,110.7781,79.99,73,0,2.51
449,Kikwit,CD,2021-07-30 16:12:44,-5.041,18.8162,97.27,16,6,4.52
450,Ambovombe,MG,2021-07-30 16:12:44,-25.1667,46.0833,67.89,78,0,4.29
451,Tiszaalpar,HU,2021-07-30 16:12:45,46.8128,19.9984,92.17,37,21,4.59
452,Vestmanna,FO,2021-07-30 16:12:46,62.1564,-7.1664,50.92,82,66,18.41
453,Mount Gambier,AU,2021-07-30 16:12:46,-37.8333,140.7667,52.47,70,18,10.31
454,Saint Anthony,US,2021-07-30 16:12:47,45.0205,-93.218,77.94,60,1,1.99
455,Nishihara,JP,2021-07-30 16:12:48,26.1842,127.7558,81.68,89,20,8.05
456,Cayenne,GF,2021-07-30 16:12:48,4.9333,-52.3333,87.84,76,75,4.0
457,Lima Duarte,BR,2021-07-30 16:12:49,-21.8425,-43.7931,54.27,36,6,5.99
458,Waipawa,NZ,2021-07-30 16:12:50,-41.4122,175.5153,43.43,83,3,4.56
459,Yangambi,CD,2021-07-30 16:12:50,0.8102,24.4336,88.03,39,87,0.51
460,Meulaboh,ID,2021-07-30 16:12:51,4.1363,96.1285,78.58,82,100,2.17
461,Capreol,CA,2021-07-30 16:12:52,46.706,-80.9225,61.92,57,5,1.99
462,College,US,2021-07-30 16:11:19,64.8569,-147.8028,59.58,85,75,0.0
463,Bar,UA,2021-07-30 16:12:53,49.0772,27.6826,78.91,56,10,5.39
464,Kuzino,RU,2021-07-30 16:12:53,57.0224,59.4412,61.9,97,90,7.45
465,Radyvyliv,UA,2021-07-30 16:12:54,50.1299,25.2558,79.47,59,39,5.1
466,Tonkino,RU,2021-07-30 16:12:54,57.3726,46.4629,71.74,69,100,3.44
467,Cockburn Town,TC,2021-07-30 16:12:55,21.4612,-71.1419,87.76,62,75,17.27
468,Daru,PG,2021-07-30 16:10:08,-9.0763,143.2092,77.11,90,100,12.12
469,Margate,GB,2021-07-30 16:12:56,51.3813,1.3862,65.97,73,13,5.99
470,Harper,LR,2021-07-30 16:12:56,4.375,-7.7169,79.79,75,50,9.84
471,Trincomalee,LK,2021-07-30 16:12:56,8.5711,81.2335,83.07,68,6,11.68
472,Usinsk,RU,2021-07-30 16:12:57,65.9939,57.5281,53.15,73,97,6.29
473,Algiers,DZ,2021-07-30 16:12:57,36.7525,3.042,89.42,52,75,5.75
474,Sitka,US,2021-07-30 16:12:58,57.0531,-135.33,64.29,72,75,0.0
475,Carcassonne,FR,2021-07-30 16:12:59,43.25,2.1667,78.67,66,90,14.97
476,Kungurtug,RU,2021-07-30 16:13:00,50.5994,97.5228,51.46,50,69,1.83
477,Alice Springs,AU,2021-07-30 16:13:00,-23.7,133.8833,65.75,27,0,9.22
478,Cartagena,CO,2021-07-30 16:08:26,10.3997,-75.5144,89.22,66,75,4.61
479,Nhulunbuy,AU,2021-07-30 16:13:01,-12.2333,136.7667,74.01,94,86,0.0
480,Ternate,ID,2021-07-30 16:13:02,0.8,127.4,81.34,80,12,1.28
481,Adre,TD,2021-07-30 16:13:02,13.4667,22.2,77.79,74,100,15.32
482,Sakakah,SA,2021-07-30 16:13:03,29.9697,40.2064,100.36,11,3,8.37
483,Sungairaya,ID,2021-07-30 16:13:04,0.7,108.9,80.44,83,76,6.96
484,Ibia,BR,2021-07-30 16:13:05,-19.4783,-46.5389,74.91,9,4,1.14
485,Sturgis,US,2021-07-30 16:13:05,41.7992,-85.4192,71.15,39,75,5.75
486,Ryotsu,JP,2021-07-30 16:13:06,38.0833,138.4333,77.22,85,5,2.08
487,Caconda,AO,2021-07-30 16:11:15,-13.7333,15.0667,76.41,13,17,5.23
488,Tres Picos,MX,2021-07-30 16:13:07,15.8667,-93.5333,85.39,62,100,1.03
489,Kotido,UG,2021-07-30 16:13:07,2.9806,34.1331,72.61,63,100,6.71
490,San Cristobal,VE,2021-07-30 16:13:08,7.7669,-72.225,81.09,51,64,8.68
491,Srandakan,ID,2021-07-30 16:13:08,-7.9386,110.2506,77.72,82,59,11.16
492,Bubaque,GW,2021-07-30 16:13:09,11.2833,-15.8333,78.46,84,98,14.85
493,Samoylovka,RU,2021-07-30 16:13:09,51.184,43.7081,72.36,82,93,2.59
494,Mahmudia,RO,2021-07-30 16:13:10,45.0833,29.0833,86.2,53,0,9.08
495,Ribeira Brava,PT,2021-07-30 16:13:10,32.65,-17.0667,81.72,63,0,1.97
496,Sungaipenuh,ID,2021-07-30 16:13:11,-2.0833,101.3833,65.79,98,85,0.63
497,Petropavlovka,RU,2021-07-30 16:13:11,50.6114,105.3196,52.45,92,83,4.36
498,Jennings,US,2021-07-30 16:13:12,38.7192,-90.2604,82.9,70,90,1.01
499,Walvis Bay,NA,2021-07-30 16:13:13,-22.9575,14.5053,79.09,22,0,10.45
500,Kenai,US,2021-07-30 16:13:13,60.5544,-151.2583,54.09,87,90,5.75
501,Coahuayana,MX,2021-07-30 16:13:14,18.7333,-103.6833,81.88,71,89,1.74
502,Bunia,CD,2021-07-30 16:13:14,1.5667,30.25,71.46,70,46,1.23
503,Corinto,GR,2021-07-30 16:13:15,37.9407,22.9573,104.02,29,0,4.72
504,Coihaique,CL,2021-07-30 16:13:16,-45.5752,-72.0662,41.61,81,75,9.22
505,Tanda,IN,2021-07-30 16:13:16,26.55,82.65,84.7,76,70,6.87
506,Gorontalo,ID,2021-07-30 16:13:16,0.5412,123.0595,75.0,95,99,2.33
507,Nizhniy Kuranakh,RU,2021-07-30 16:12:12,58.8353,125.4869,48.27,96,76,5.14
508,Bam,IR,2021-07-30 16:13:17,29.106,58.357,92.17,15,11,14.34
509,Abu Samrah,SY,2021-07-30 16:13:18,35.3029,37.1841,94.28,25,0,15.57
510,Noumea,NC,2021-07-30 16:10:58,-22.2763,166.4572,70.0,99,52,14.45
511,Dhidhdhoo,MV,2021-07-30 16:13:19,6.8833,73.1,82.92,73,86,9.35
512,Maumere,ID,2021-07-30 16:13:19,-8.6199,122.2111,77.31,80,20,8.57
513,Rawson,AR,2021-07-30 16:13:20,-43.3002,-65.1023,54.75,33,100,23.22
514,Ancud,CL,2021-07-30 16:13:21,-41.8697,-73.8203,47.73,85,100,0.29
515,Isangel,VU,2021-07-30 16:13:21,-19.55,169.2667,70.86,81,9,13.58
516,Los Llanos De Aridane,ES,2021-07-30 16:13:22,28.6585,-17.9182,72.12,84,75,17.27
517,Faanui,PF,2021-07-30 16:13:22,-16.4833,-151.75,77.72,66,98,15.32
518,Tatawin,TN,2021-07-30 16:13:23,32.9297,10.4518,105.37,7,0,6.4
519,Monze,ZM,2021-07-30 16:13:23,-16.2833,27.4833,65.05,38,39,6.29
520,Jinxiang,CN,2021-07-30 16:13:24,27.4327,120.6062,80.64,93,100,10.98
521,Ha Giang,VN,2021-07-30 16:13:24,22.8333,104.9833,78.64,99,100,3.51
522,Punta Alta,AR,2021-07-30 16:13:25,-38.8759,-62.0736,59.77,26,0,25.32
523,Atbasar,KZ,2021-07-30 16:13:26,51.8,68.3333,67.59,34,94,8.48
524,Espinosa,BR,2021-07-30 16:13:26,-14.9261,-42.8192,82.92,41,48,10.42
525,Bonavista,CA,2021-07-30 16:13:27,48.6499,-53.1147,63.54,62,100,13.0
526,Conceicao Do Araguaia,BR,2021-07-30 16:13:27,-8.2578,-49.2647,98.15,17,8,5.32
527,Newport,GB,2021-07-30 16:13:28,51.5877,-2.9984,66.85,70,60,20.54
528,Palana,RU,2021-07-30 16:13:28,59.1167,159.9667,40.24,86,4,10.36
529,Visnes,NO,2021-07-30 16:13:29,59.3556,5.2242,64.78,82,75,11.5
530,Nizhnyaya Tavda,RU,2021-07-30 16:13:30,57.6731,66.1725,58.93,94,100,9.89
531,Port Shepstone,ZA,2021-07-30 16:13:31,-30.7414,30.455,63.59,76,43,9.53
532,Comodoro Rivadavia,AR,2021-07-30 16:13:31,-45.8667,-67.5,53.46,32,20,24.16
533,Saint-Francois,FR,2021-07-30 16:12:44,46.4154,3.9054,75.67,69,0,4.61
534,Tabuk,PH,2021-07-30 16:13:32,17.4189,121.4443,77.74,84,100,2.95
535,Shadegan,IR,2021-07-30 16:13:33,30.6497,48.6647,108.82,8,2,9.31
536,Debre Tabor,ET,2021-07-30 16:13:34,11.85,38.0167,55.09,95,96,4.74
537,Osakarovka,KZ,2021-07-30 16:13:34,50.565,72.5692,64.04,40,39,4.54
538,Kurayoshi,JP,2021-07-30 16:13:35,35.4333,133.8167,74.17,87,99,2.89
539,Yabrud,SY,2021-07-30 16:13:35,33.9674,36.6574,85.66,29,0,4.54
540,Katol,IN,2021-07-30 16:13:36,21.2667,78.5833,75.76,82,100,16.91
541,Kinsale,IE,2021-07-30 16:13:36,51.7075,-8.5306,65.57,63,75,20.71
542,Pangkalanbuun,ID,2021-07-30 16:13:37,-2.6833,111.6167,75.18,92,90,2.04
543,Talnakh,RU,2021-07-30 16:13:23,69.4865,88.3972,59.36,87,100,6.4
544,Edmonton,CA,2021-07-30 16:11:17,53.5501,-113.4687,77.92,60,2,3.0
545,Cururupu,BR,2021-07-30 16:13:38,-1.8283,-44.8683,82.85,81,53,5.44
546,Moirang,IN,2021-07-30 16:13:39,24.5,93.7667,73.11,95,100,0.83
547,Lang Suan,TH,2021-07-30 16:13:39,9.9456,99.0785,78.19,90,100,3.71
548,Vila,PT,2021-07-30 16:13:40,42.0304,-8.1588,71.74,51,11,9.62
549,Huntsville,US,2021-07-30 16:13:40,34.7304,-86.5861,89.4,77,20,4.0
550,Dongsheng,CN,2021-07-30 16:13:41,39.8161,109.9776,79.68,25,62,7.56
551,Zyryanka,RU,2021-07-30 16:13:41,65.75,150.85,39.97,70,11,3.24
552,Kuytun,RU,2021-07-30 16:13:42,54.3419,101.5036,54.84,81,98,5.86
553,Amazar,RU,2021-07-30 16:13:43,53.858,120.875,52.29,83,50,5.03
